sentence1,sentence2,label
"求张震岳《抱着你》的吉他谱","张震岳抱着你吉他谱",1
"汇通快递快吗","快递可以送银行卡吗",0
"求一些唯美的动漫图片","求唯美动漫图片！",1
"猜脑筋急转弯","脑筋急转弯答案是什么啊",0
"目前大学生学什么专业好","大学生当兵学什么专业好",0
"现在什么歌最好听最流行","现在什么歌最好听，最流行？",1
"今天什么生肖冲什么生肖","今天出什么生肖",0
"北京哪里海鲜好吃？","北京哪里的海鲜好吃？",1
"有什么好玩的回合制网游？","有什么好玩的回合制网游",1
"哔哩哔哩弹幕求个邀请码","求个哔哩哔哩弹幕网邀请码",1
"心塞什么意思？","心塞是什么意思？",1
"陈世美是属什么生肖？","陈世美是指什么生肖",1
"属羊好还是属马好","都说属羊的人命不好，真的吗？",0
"来自星星的你，怎样下载","下载来自星星的你",1
"国内有做胰岛素注射笔的厂家吗？","药店里有卖胰岛素注射笔嘛？",0
"作文：未来的＿","未来的我作文。",1
"如果穿越火线踏空跳成功了那别人可以跳上来吗","现在穿越火线还可以踏空吗？",0
"门铰轴的材料是什么","是什么材料啊",0
"好听的发廊名字","要好听好看的游戏男名字",0
"丸子汤怎么样做？","怎么样调丸子馅",0
"搞笑的美国电影","美国搞笑电影",1
"陈冠希的那些照片，谁有","谁有陈冠希的那个照片啊",1
"这到底是什么动物","这到底是什么动物？",1
"游戏人生兑换点怎么得","求全民枪战兑换码",0
"您好，请问您是在操作转账还是充值呢？","您好，请问您是在哪里操作充值的呢？",0
"隐形眼镜掉了怎么找！","怎么戴隐形眼镜吗",0
"为什么我吃猪肉也过敏？","我是吃猪肉过敏吗？",0
"赫海、庚澈现实背景文","赫海的现实背景文",0
"摘西瓜用英语怎么说","两袋西瓜用英语怎么说",0
"丽江古摄影是丽江最好的婚纱店吗？","古摄影的婚纱套餐有哪些？",0
"戈可以加什么偏旁再组词","屈加上偏旁有什么字在组词？",0
"求推荐几部电视剧","求大家推荐几部电视剧",1
"一岁宝宝喝什么奶粉好","一岁宝宝喝什么奶粉好？",1
"我头像是哪个动漫的人物","排骨教主酷狗的动漫头像说的是哪个动漫人物",0
"小米和三星哪个好","联通宽带和移动宽带哪个好",0
"这张图片是情侣头像吗？求另一张","求这张图片的另一张情侣头像的",1
"淘宝如何撤销退款申请？","淘宝售后申请退款撤销后如何再次申请退款",0
"这部漫画叫什么名字？","求这部漫画名字",1
"怎样装修客厅","客厅怎样装修",1
"陌陌封号怎么解封","陌陌被封号怎么解封",1
"我的美丽日记","我的美丽日记对比",1
"如何自己制作电子贺卡","如何自己制作带音乐，多张图片和文字的电子贺卡",1
"头上有角变废为宝是什么生肖","头上有角变废为宝的生肖是什么",1
"有关新网球王子","关于网球王子",1
"什字还可以组词","怦字还能怎么组词",0
"爱情能用钱买吗？","爱情能用钱来买吗？",1
"梦幻西游宝宝问题","梦幻西游新宝宝问题",1
"为什么冒险岛里我买双倍经验卡没效果？","冒险岛我昨天晚上打了好多半小时双倍卡怎么回事。",0
"求这张图的完整图片！","这张图的完整图片！",1
"有什么好看的电视或者电影","有什么好看的电视或电影吗？",1
"【白字姑爷整理】直掰弯","白字姑爷整理的合集，一百个分类",0
"《快乐大本营》好看吗？","《快乐大本营》中谁最火",0
"百度百科打不开","入门网_百度百科",0
"十二生肖里哪个动物洁身自爱","十二生肖中，洁身自爱的动物",1
"啥是四维空间","四维空间指的是什么？",1
"女人有外遇是什么表现","女人外遇有什么生理表现",1
"什么自行车快","骑自行车听什么歌",0
"三星和苹果手机哪个好","三星和苹果哪个比较好",1
"俄罗斯首都在哪里？","俄罗斯的首都是那里",1
"七年级下册地理课件","七年级下册地理试卷",0
"请问是什么时候的交易，金额是多少呢？","请问是什么时候的交易呢？金额多少",1
"芯美的空气净化器好吗","长发好还是短发好",0
"印章上的字体是什么字体","请问印章上的是什么字",1
"我梦见自己杀人了，是怎么回事呢？","梦见自己杀人,是什么的预兆",1
"哪个牌子的芦荟胶最好","哪个牌子的芦荟胶效果最好",1
"最近有什么好看的电影或电视剧或动画片","最近有什么搞笑好看的电影或电视剧",1
"怎么在微信上卖东西啊","在微信上怎么卖东西",1
"海淘转运公司","海淘转运公司哪个好",1
"吃男人精子有什么好处","男人吃自己的精子有什么好处",1
"淘宝怎么开店呀？新手做什么好呀","新手淘宝开店，做什么好",1
"怎样使眉毛变浓","怎么样可以让眉毛变浓？而且多",1
"淹没的反义词是什么呀","淹没的反义词是什么",1
"洛克王国博得任务怎么做","洛克王国破局任务怎么做",0
"比特币是什么，从哪买","比特币是什么啊",1
"爸爸去哪儿主题曲怎么下载","爸爸去哪里主题曲怎么下载",1
"肺炎吃什么好","肺炎挂什么科",0
"重生网游小说","重生的网游小说",1
"渐变色头发多少钱","头发拉直多少钱",0
"有谁知道这部电影？","有谁知道这部电影的名字吗？",1
"亲爱的是什么意思？","亲爱滴是什么意思",1
"关于九年级历史","九年级下历史",1
"天天酷跑现在的刷分用什么软件，求大神","天天酷跑用什么软件刷分刷的多",1
"护士遇到医疗纠纷如何处理","侵权责任法实施前后如何处理医疗纠纷",0
"月字加一笔什么字","和字加一笔是什么字",0
"男人的胡子为什么长得那么快","男人胡子长得快是什么原因",0
"这是什么品种的。多少钱","这是什么品种？",0
"讲个故事给我听","我想给大家讲个故事",0
"怎样安装路由器图解","路由器怎么安装图解",1
"上宽下宽是什么脸型","这个人的脸型是什么？",0
"什么是鸭梨？","什么是医院性质，急！",0
"梦见手被人砍了是什么征兆","梦见被猫咬是什么征兆",0
"周杰伦和蔡依林会结婚吗？","周杰伦会跟蔡依林结婚吗？",1
"给我也发一下呗，先谢谢咯！","我没写的说一下，谢谢你了",0
"考试作弊。(猜一数学名词)","考试不作弊。猜一数学名词",0
"两会精神是什么","什么是两会精神？",1
"三叶草可以吃吗","三叶草可以吃吗？",1
"有什么可以联机的单机游戏","有什么单机游戏可以联机",1
"感谢您的耐心等待，麻烦您把收银台付款页面截图提供下，辛苦您了。","感谢您的耐心等待，麻烦您把报错页面具体的截图提供下，辛苦您了。",0
"关于中国海洋大学物理海洋学专业课流体力学","中国海洋大学物理海洋学研究生哪些可以免学费",0
"烟锁池塘柳下联","“烟锁池塘柳“下联",1
"长沙哪里鱼好吃？","长沙哪里有好吃的啊",0
"世界上最珍贵的东西是什么？","世界上什么东西最珍贵？为什么？",1
"怎么注册淘宝号？","怎样再注册个淘宝号？",1
"支付宝怎么查询转账记录","怎么查支付宝转账记录",1
"和奔驰车外观很像的双mm标志是什么车","跟福特标志很像的是什么车",0
"电的组词(一个)","全的组词(一个)",0
"热水袋哪个牌子好","哪个牌子的热水袋好",1
"科技小论文怎么写？300字以上","500字科技小论文怎么写",1
"你也很漂亮韩语翻译中文怎么说?","你女朋友很漂亮嘛用韩语怎么说?",0
"六号晚上京沪高速堵车","京沪高速进京堵车吗",0
"兄弟为你","兄弟你在哪里",0
"外地人可以在上海开出租车吗","在哪儿办准生证，需要带什么证件",0
"我的美女总裁老婆更新","对我而言，可爱的她什么时候更新",0
"吃熟的胡萝卜好吗？","鲜榨胡萝卜汁要煮熟再喝吗？",0
"长颈鹿是怎么叫的","长颈鹿漆怎么样？",0
"怎么空间访客才会多","空间访客怎么刷",1
"求海阔天空尾奏电吉他谱","求海阔天空尾奏电吉他谱！",1
"阳萎怎么治疗","阳萎如何治疗",1
"什么牌子内衣好","什么牌子的内衣好？",1
"春城是哪个城市","春城指的是哪个城市",1
"女人长胡子什么原因怎么办","女人长胡子是什么原因吃什么好",1
"淘宝怎样开直通车","淘宝直通车怎么开？",1
"为什么男人喜欢范冰冰","男人为什么喜欢亲下面",0
"宁波到重庆的汽车票价","宁波到衢州的火车汽车时刻表以及价钱",0
"这段话是什么意思","这段话写的是什么意思",1
"长沙市明德中学和长沙市稻田中学哪个好","长沙市明德中学和长沙市21中学哪个好",0
"什么牌子的洗发水又去油又去屑？","什么牌子洗发水去屑好",1
"什么车的车标","这个车标是什么？",1
"南京交通技师学院怎么样","南京交通技师学院怎么样？",1
"如何养大鱼和小鱼？","小鱼吃大鱼怎么样",0
"怎么在社区里捡贝壳","在社区怎样捡贝壳？",1
"什么颜色钱包才旺财","钱包什么颜色旺财",1
"护士转行可以做什么","有什么话可以逗女孩子开心？",0
"男生怎么瘦脸啊","男生怎么瘦脸",1
"福州开宠物店赚钱吗？","现在开宠物店赚钱吗？",0
"怎么折纸爱心","怎样折纸爱心",1
"哪个银行的信用卡好啊","信用卡哪个银行度给的高",0
"黄瓜如何做好吃","黄瓜怎样做好吃？",1
"之的小篆怎样写","璐的小篆怎么写",0
"百度一下，你就知道？","为什么百度一下，你就知道啊？",1
"手机看小说什么软件最好","手机看小说什么软件最好用",1
"无糖食品真的没有糖吗？","无糖的食品真的不会升高血糖吗",0
"如何加盟顺丰快递？","顺丰快递怎么加盟",1
"银杏树的叶子像什么","银杏树的叶子就像什么",1
"我的老婆真漂亮呀！","我老婆为什么那么漂亮",1
"发烧和拉肚子吃什么才会好","拉肚子还发烧，吃什么药？",1
"我的配置能玩我的世界吗","我的配置能玩我的世界吗",1
"文胸哪个牌子的好，适合现在的大学生","哪个牌子的内衣比较好",1
"送什么茶叶好？","喝什么茶叶好",0
"这神武瑞兽怎么加点","神武瑞兽怎么加点",1
"这是什么香水。","这是什么香水？多少钱？",1
"用什么办法可以进入，别人有访问权限的qq空间","别人的空间设置访问权限怎么进入怎样破解",1
"小辣椒手机好吗","琦基手机好吗？",0
"关于警察搞笑的电影","搞笑警察电影",1
"什么的春光","什么的春光？",1
"怎么用打印机","怎么用美图秀秀做出这种效果",0
"有什么好看的壁纸吗","这个壁纸好看吗",0
"陌陌是什么意思呢","陌陌有什么意思",1
"这鸟叫什么名字","这鸟叫什么名字的！",1
"于姓男孩起名","给男孩起名姓姜",0
"武媚娘传奇萧淑妃从多少集开始有","武媚娘传奇，高阳公主是好还是坏",0
"房地产中介公司起名","房地产开发公司起名",0
"和老婆吵架之后怎么哄她","和老婆吵架了，怎样哄她",1
"广发信用卡提前还款可以吗？","信用卡可以跨行还款吗？我是广发的卡。",0
"让你最感动一句话是什么？","写下让你最感动的一句话",1
"最近有什么好看的电视节目啊？","最近有什么好看的电视节目？",1
"肺炎吃什么会好","什么是喘的肺炎",0
"全民飞机大战怎么样开挂？","全民飞机大战怎么开挂？",1
"您的联系电话给我一下","联系一下我们的",0
"请问您是操作的什么业务的付款的？您是使用的什么方式进行付款的？","您是在什么网站找到对方的？用什么方式交谈的【qq或者旺旺】？",0
"鹿晗这是什么发型","鹿晗这个发型是什么",1
"求天堂羽的作品？","求电锯惊魂中的经典台词",0
"给我个迅雷会员体验号","泡泡战士韩服的账号，求给一个。",0
"韩姓好听的男孩女孩名字","姓陈男孩女孩好听名字？",0
"怀孕后还会有白带吗？","刚怀孕时，白带还有吗？",1
"如何训练边境牧羊犬","边境牧羊犬怎么训练怎么养",1
"手机怎么看分辨率","怎么调手机的分辨率",0
"原味内裤，那里有卖","那里有卖原味内裤",1
"江苏城市职业学院怎么样？","江苏城市职业学院分数线",0
"最近都有什么好电影看啊","最近有什么好电影看？",1
"心气虚吃什么中成药","肺气虚吃什么中成药",1
"充电宝都有什么牌子？","什么牌子的充电宝最好",1
"一张银行卡可以绑定几个支付宝。","银行卡绑定了手机号码有什么用？",0
